college_id,course,year,round,quota,category,closing_marks
gmc-ltmmc-mumbai,MBBS,2024,CAP_R1,State,EWS,618
gmc-ltmmc-mumbai,MBBS,2024,CAP_R1,State,SC,532
gmc-ltmmc-mumbai,MBBS,2024,CAP_R1,State,ST,402
gmc-ltmmc-mumbai,MBBS,2024,CAP_R1,State,NTD,610
gmc-ltmmc-mumbai,MBBS,2024,CAP_R1,State,NTC,600
gmc-ltmmc-mumbai,MBBS,2024,CAP_R1,State,NTB,570
gmc-ltmmc-mumbai,MBBS,2024,CAP_R1,State,VJA,590
gmc-ltmmc-mumbai,MBBS,2024,CAP_R1,State,SEBC,615
gmc-cooper-mumbai,MBBS,2024,CAP_R1,State,Open,632
gmc-cooper-mumbai,MBBS,2024,CAP_R1,State,OBC,620
gmc-cooper-mumbai,MBBS,2024,CAP_R1,State,EWS,612
gmc-cooper-mumbai,MBBS,2024,CAP_R1,State,SC,525
gmc-cooper-mumbai,MBBS,2024,CAP_R1,State,ST,395
gmc-cooper-mumbai,MBBS,2024,CAP_R1,State,NTD,605
gmc-cooper-mumbai,MBBS,2024,CAP_R1,State,NTC,595
gmc-cooper-mumbai,MBBS,2024,CAP_R1,State,NTB,565
gmc-cooper-mumbai,MBBS,2024,CAP_R1,State,VJA,585
gmc-cooper-mumbai,MBBS,2024,CAP_R1,State,SEBC,610
gmc-alibag,MBBS,2024,CAP_R1,State,Open,595
gmc-alibag,MBBS,2024,CAP_R1,State,OBC,580
gmc-alibag,MBBS,2024,CAP_R1,State,EWS,572
gmc-alibag,MBBS,2024,CAP_R1,State,SC,480
gmc-alibag,MBBS,2024,CAP_R1,State,ST,350
gmc-alibag,MBBS,2024,CAP_R1,State,NTD,562
gmc-alibag,MBBS,2024,CAP_R1,State,NTC,550
gmc-alibag,MBBS,2024,CAP_R1,State,NTB,520
gmc-alibag,MBBS,2024,CAP_R1,State,VJA,540
gmc-alibag,MBBS,2024,CAP_R1,State,SEBC,568
gmc-ratnagiri,MBBS,2024,CAP_R1,State,Open,588
gmc-ratnagiri,MBBS,2024,CAP_R1,State,OBC,572
gmc-ratnagiri,MBBS,2024,CAP_R1,State,EWS,565
gmc-ratnagiri,MBBS,2024,CAP_R1,State,SC,470
gmc-ratnagiri,MBBS,2024,CAP_R1,State,ST,340
gmc-ratnagiri,MBBS,2024,CAP_R1,State,NTD,555
gmc-ratnagiri,MBBS,2024,CAP_R1,State,NTC,542
gmc-ratnagiri,MBBS,2024,CAP_R1,State,NTB,510
gmc-ratnagiri,MBBS,2024,CAP_R1,State,VJA,532
gmc-ratnagiri,MBBS,2024,CAP_R1,State,SEBC,560
gmc-sindhudurg,MBBS,2024,CAP_R1,State,Open,585
gmc-sindhudurg,MBBS,2024,CAP_R1,State,OBC,568
gmc-sindhudurg,MBBS,2024,CAP_R1,State,EWS,560
gmc-sindhudurg,MBBS,2024,CAP_R1,State,SC,465
gmc-sindhudurg,MBBS,2024,CAP_R1,State,ST,335
gmc-sindhudurg,MBBS,2024,CAP_R1,State,NTD,550
gmc-sindhudurg,MBBS,2024,CAP_R1,State,NTC,538
gmc-sindhudurg,MBBS,2024,CAP_R1,State,NTB,505
gmc-sindhudurg,MBBS,2024,CAP_R1,State,VJA,528
gmc-sindhudurg,MBBS,2024,CAP_R1,State,SEBC,555
gmc-bjmc-pune,MBBS,2024,CAP_R1,State,Open,642
gmc-bjmc-pune,MBBS,2024,CAP_R1,State,OBC,630
gmc-bjmc-pune,MBBS,2024,CAP_R1,State,EWS,622
gmc-bjmc-pune,MBBS,2024,CAP_R1,State,SC,538
gmc-bjmc-pune,MBBS,2024,CAP_R1,State,ST,408
gmc-bjmc-pune,MBBS,2024,CAP_R1,State,NTD,615
gmc-bjmc-pune,MBBS,2024,CAP_R1,State,NTC,605
gmc-bjmc-pune,MBBS,2024,CAP_R1,State,NTB,575
gmc-bjmc-pune,MBBS,2024,CAP_R1,State,VJA,595
gmc-bjmc-pune,MBBS,2024,CAP_R1,State,SEBC,620
gmc-baramati,MBBS,2024,CAP_R1,State,Open,608
gmc-baramati,MBBS,2024,CAP_R1,State,OBC,595
gmc-baramati,MBBS,2024,CAP_R1,State,EWS,588
gmc-baramati,MBBS,2024,CAP_R1,State,SC,495
gmc-baramati,MBBS,2024,CAP_R1,State,ST,365
gmc-baramati,MBBS,2024,CAP_R1,State,NTD,580
gmc-baramati,MBBS,2024,CAP_R1,State,NTC,568
gmc-baramati,MBBS,2024,CAP_R1,State,NTB,538
gmc-baramati,MBBS,2024,CAP_R1,State,VJA,558
gmc-baramati,MBBS,2024,CAP_R1,State,SEBC,585
gmc-miraj,MBBS,2024,CAP_R1,State,Open,615
gmc-miraj,MBBS,2024,CAP_R1,State,OBC,600
gmc-miraj,MBBS,2024,CAP_R1,State,EWS,592
gmc-miraj,MBBS,2024,CAP_R1,State,SC,502
gmc-miraj,MBBS,2024,CAP_R1,State,ST,370
gmc-miraj,MBBS,2024,CAP_R1,State,NTD,585
gmc-miraj,MBBS,2024,CAP_R1,State,NTC,572
gmc-miraj,MBBS,2024,CAP_R1,State,NTB,542
gmc-miraj,MBBS,2024,CAP_R1,State,VJA,562
gmc-miraj,MBBS,2024,CAP_R1,State,SEBC,590
gmc-solapur,MBBS,2024,CAP_R1,State,Open,612
gmc-solapur,MBBS,2024,CAP_R1,State,OBC,598
gmc-solapur,MBBS,2024,CAP_R1,State,EWS,590
gmc-solapur,MBBS,2024,CAP_R1,State,SC,498
gmc-solapur,MBBS,2024,CAP_R1,State,ST,368
gmc-solapur,MBBS,2024,CAP_R1,State,NTD,582
gmc-solapur,MBBS,2024,CAP_R1,State,NTC,570
gmc-solapur,MBBS,2024,CAP_R1,State,NTB,540
gmc-solapur,MBBS,2024,CAP_R1,State,VJA,560
gmc-solapur,MBBS,2024,CAP_R1,State,SEBC,588
gmc-kolhapur,MBBS,2024,CAP_R1,State,Open,605
gmc-kolhapur,MBBS,2024,CAP_R1,State,OBC,590
gmc-kolhapur,MBBS,2024,CAP_R1,State,EWS,582
gmc-kolhapur,MBBS,2024,CAP_R1,State,SC,490
gmc-kolhapur,MBBS,2024,CAP_R1,State,ST,360
gmc-kolhapur,MBBS,2024,CAP_R1,State,NTD,575
gmc-kolhapur,MBBS,2024,CAP_R1,State,NTC,562
gmc-kolhapur,MBBS,2024,CAP_R1,State,NTB,535
gmc-kolhapur,MBBS,2024,CAP_R1,State,VJA,555
gmc-kolhapur,MBBS,2024,CAP_R1,State,SEBC,580
gmc-satara,MBBS,2024,CAP_R1,State,Open,600
gmc-satara,MBBS,2024,CAP_R1,State,OBC,585
gmc-satara,MBBS,2024,CAP_R1,State,EWS,578
gmc-satara,MBBS,2024,CAP_R1,State,SC,485
gmc-satara,MBBS,2024,CAP_R1,State,ST,355
gmc-satara,MBBS,2024,CAP_R1,State,NTD,570
gmc-satara,MBBS,2024,CAP_R1,State,NTC,558
gmc-satara,MBBS,2024,CAP_R1,State,NTB,528
gmc-satara,MBBS,2024,CAP_R1,State,VJA,548
gmc-satara,MBBS,2024,CAP_R1,State,SEBC,575
gmc-nashik,MBBS,2024,CAP_R1,State,Open,602
gmc-nashik,MBBS,2024,CAP_R1,State,OBC,588
gmc-nashik,MBBS,2024,CAP_R1,State,EWS,580
gmc-nashik,MBBS,2024,CAP_R1,State,SC,488
gmc-nashik,MBBS,2024,CAP_R1,State,ST,358
gmc-nashik,MBBS,2024,CAP_R1,State,NTD,572
gmc-nashik,MBBS,2024,CAP_R1,State,NTC,560
gmc-nashik,MBBS,2024,CAP_R1,State,NTB,530
gmc-nashik,MBBS,2024,CAP_R1,State,VJA,550
gmc-nashik,MBBS,2024,CAP_R1,State,SEBC,578
gmc-dhule,MBBS,2024,CAP_R1,State,Open,596
gmc-dhule,MBBS,2024,CAP_R1,State,OBC,582
gmc-dhule,MBBS,2024,CAP_R1,State,EWS,575
gmc-dhule,MBBS,2024,CAP_R1,State,SC,482
gmc-dhule,MBBS,2024,CAP_R1,State,ST,352
gmc-dhule,MBBS,2024,CAP_R1,State,NTD,565
gmc-dhule,MBBS,2024,CAP_R1,State,NTC,552
gmc-dhule,MBBS,2024,CAP_R1,State,NTB,522
gmc-dhule,MBBS,2024,CAP_R1,State,VJA,542
gmc-dhule,MBBS,2024,CAP_R1,State,SEBC,570
gmc-jalgaon,MBBS,2024,CAP_R1,State,Open,590
gmc-jalgaon,MBBS,2024,CAP_R1,State,OBC,575
gmc-jalgaon,MBBS,2024,CAP_R1,State,EWS,568
gmc-jalgaon,MBBS,2024,CAP_R1,State,SC,475
gmc-jalgaon,MBBS,2024,CAP_R1,State,ST,345
gmc-jalgaon,MBBS,2024,CAP_R1,State,NTD,558
gmc-jalgaon,MBBS,2024,CAP_R1,State,NTC,545
gmc-jalgaon,MBBS,2024,CAP_R1,State,NTB,515
gmc-jalgaon,MBBS,2024,CAP_R1,State,VJA,535
gmc-jalgaon,MBBS,2024,CAP_R1,State,SEBC,562
gmc-nandurbar,MBBS,2024,CAP_R1,State,Open,583
gmc-nandurbar,MBBS,2024,CAP_R1,State,OBC,568
gmc-nandurbar,MBBS,2024,CAP_R1,State,EWS,560
gmc-nandurbar,MBBS,2024,CAP_R1,State,SC,465
gmc-nandurbar,MBBS,2024,CAP_R1,State,ST,335
gmc-nandurbar,MBBS,2024,CAP_R1,State,NTD,548
gmc-nandurbar,MBBS,2024,CAP_R1,State,NTC,535
gmc-nandurbar,MBBS,2024,CAP_R1,State,NTB,505
gmc-nandurbar,MBBS,2024,CAP_R1,State,VJA,525
gmc-nandurbar,MBBS,2024,CAP_R1,State,SEBC,552
gmc-aurangabad,MBBS,2024,CAP_R1,State,Open,618
gmc-aurangabad,MBBS,2024,CAP_R1,State,OBC,605
gmc-aurangabad,MBBS,2024,CAP_R1,State,EWS,597
gmc-aurangabad,MBBS,2024,CAP_R1,State,SC,510
gmc-aurangabad,MBBS,2024,CAP_R1,State,ST,378
gmc-aurangabad,MBBS,2024,CAP_R1,State,NTD,590
gmc-aurangabad,MBBS,2024,CAP_R1,State,NTC,578
gmc-aurangabad,MBBS,2024,CAP_R1,State,NTB,548
gmc-aurangabad,MBBS,2024,CAP_R1,State,VJA,568
gmc-aurangabad,MBBS,2024,CAP_R1,State,SEBC,595
gmc-latur,MBBS,2024,CAP_R1,State,Open,605
gmc-latur,MBBS,2024,CAP_R1,State,OBC,592
gmc-latur,MBBS,2024,CAP_R1,State,EWS,583
gmc-latur,MBBS,2024,CAP_R1,State,SC,492
gmc-latur,MBBS,2024,CAP_R1,State,ST,362
gmc-latur,MBBS,2024,CAP_R1,State,NTD,575
gmc-latur,MBBS,2024,CAP_R1,State,NTC,565
gmc-latur,MBBS,2024,CAP_R1,State,NTB,535
gmc-latur,MBBS,2024,CAP_R1,State,VJA,555
gmc-latur,MBBS,2024,CAP_R1,State,SEBC,582
gmc-nanded,MBBS,2024,CAP_R1,State,Open,598
gmc-nanded,MBBS,2024,CAP_R1,State,OBC,585
gmc-nanded,MBBS,2024,CAP_R1,State,EWS,577
gmc-nanded,MBBS,2024,CAP_R1,State,SC,485
gmc-nanded,MBBS,2024,CAP_R1,State,ST,355
gmc-nanded,MBBS,2024,CAP_R1,State,NTD,568
gmc-nanded,MBBS,2024,CAP_R1,State,NTC,558
gmc-nanded,MBBS,2024,CAP_R1,State,NTB,528
gmc-nanded,MBBS,2024,CAP_R1,State,VJA,548
gmc-nanded,MBBS,2024,CAP_R1,State,SEBC,575
gmc-osmanabad,MBBS,2024,CAP_R1,State,Open,588
gmc-osmanabad,MBBS,2024,CAP_R1,State,OBC,572
gmc-osmanabad,MBBS,2024,CAP_R1,State,EWS,565
gmc-osmanabad,MBBS,2024,CAP_R1,State,SC,470
gmc-osmanabad,MBBS,2024,CAP_R1,State,ST,340
gmc-osmanabad,MBBS,2024,CAP_R1,State,NTD,555
gmc-osmanabad,MBBS,2024,CAP_R1,State,NTC,542
gmc-osmanabad,MBBS,2024,CAP_R1,State,NTB,512
gmc-osmanabad,MBBS,2024,CAP_R1,State,VJA,532
gmc-osmanabad,MBBS,2024,CAP_R1,State,SEBC,560
gmc-jalna,MBBS,2024,CAP_R1,State,Open,580
gmc-jalna,MBBS,2024,CAP_R1,State,OBC,565
gmc-jalna,MBBS,2024,CAP_R1,State,EWS,558
gmc-jalna,MBBS,2024,CAP_R1,State,SC,462
gmc-jalna,MBBS,2024,CAP_R1,State,ST,332
gmc-jalna,MBBS,2024,CAP_R1,State,NTD,545
gmc-jalna,MBBS,2024,CAP_R1,State,NTC,532
gmc-jalna,MBBS,2024,CAP_R1,State,NTB,502
gmc-jalna,MBBS,2024,CAP_R1,State,VJA,522
gmc-jalna,MBBS,2024,CAP_R1,State,SEBC,550
gmc-parbhani,MBBS,2024,CAP_R1,State,Open,578
gmc-parbhani,MBBS,2024,CAP_R1,State,OBC,562
gmc-parbhani,MBBS,2024,CAP_R1,State,EWS,555
gmc-parbhani,MBBS,2024,CAP_R1,State,SC,458
gmc-parbhani,MBBS,2024,CAP_R1,State,ST,328
gmc-parbhani,MBBS,2024,CAP_R1,State,NTD,542
gmc-parbhani,MBBS,2024,CAP_R1,State,NTC,528
gmc-parbhani,MBBS,2024,CAP_R1,State,NTB,498
gmc-parbhani,MBBS,2024,CAP_R1,State,VJA,518
gmc-parbhani,MBBS,2024,CAP_R1,State,SEBC,548
gmc-nagpur,MBBS,2024,CAP_R1,State,Open,622
gmc-nagpur,MBBS,2024,CAP_R1,State,OBC,608
gmc-nagpur,MBBS,2024,CAP_R1,State,EWS,600
gmc-nagpur,MBBS,2024,CAP_R1,State,SC,515
gmc-nagpur,MBBS,2024,CAP_R1,State,ST,382
gmc-nagpur,MBBS,2024,CAP_R1,State,NTD,593
gmc-nagpur,MBBS,2024,CAP_R1,State,NTC,582
gmc-nagpur,MBBS,2024,CAP_R1,State,NTB,552
gmc-nagpur,MBBS,2024,CAP_R1,State,VJA,572
gmc-nagpur,MBBS,2024,CAP_R1,State,SEBC,600
gmc-igmc-nagpur,MBBS,2024,CAP_R1,State,Open,615
gmc-igmc-nagpur,MBBS,2024,CAP_R1,State,OBC,602
gmc-igmc-nagpur,MBBS,2024,CAP_R1,State,EWS,593
gmc-igmc-nagpur,MBBS,2024,CAP_R1,State,SC,508
gmc-igmc-nagpur,MBBS,2024,CAP_R1,State,ST,376
gmc-igmc-nagpur,MBBS,2024,CAP_R1,State,NTD,588
gmc-igmc-nagpur,MBBS,2024,CAP_R1,State,NTC,575
gmc-igmc-nagpur,MBBS,2024,CAP_R1,State,NTB,545
gmc-igmc-nagpur,MBBS,2024,CAP_R1,State,VJA,565
gmc-igmc-nagpur,MBBS,2024,CAP_R1,State,SEBC,592
gmc-akola,MBBS,2024,CAP_R1,State,Open,595
gmc-akola,MBBS,2024,CAP_R1,State,OBC,580
gmc-akola,MBBS,2024,CAP_R1,State,EWS,572
gmc-akola,MBBS,2024,CAP_R1,State,SC,480
gmc-akola,MBBS,2024,CAP_R1,State,ST,350
gmc-akola,MBBS,2024,CAP_R1,State,NTD,562
gmc-akola,MBBS,2024,CAP_R1,State,NTC,550
gmc-akola,MBBS,2024,CAP_R1,State,NTB,520
gmc-akola,MBBS,2024,CAP_R1,State,VJA,540
gmc-akola,MBBS,2024,CAP_R1,State,SEBC,568
gmc-yavatmal,MBBS,2024,CAP_R1,State,Open,590
gmc-yavatmal,MBBS,2024,CAP_R1,State,OBC,575
gmc-yavatmal,MBBS,2024,CAP_R1,State,EWS,568
gmc-yavatmal,MBBS,2024,CAP_R1,State,SC,475
gmc-yavatmal,MBBS,2024,CAP_R1,State,ST,345
gmc-yavatmal,MBBS,2024,CAP_R1,State,NTD,558
gmc-yavatmal,MBBS,2024,CAP_R1,State,NTC,545
gmc-yavatmal,MBBS,2024,CAP_R1,State,NTB,515
gmc-yavatmal,MBBS,2024,CAP_R1,State,VJA,535
gmc-yavatmal,MBBS,2024,CAP_R1,State,SEBC,562
gmc-chandrapur,MBBS,2024,CAP_R1,State,Open,585
gmc-chandrapur,MBBS,2024,CAP_R1,State,OBC,570
gmc-chandrapur,MBBS,2024,CAP_R1,State,EWS,562
gmc-chandrapur,MBBS,2024,CAP_R1,State,SC,468
gmc-chandrapur,MBBS,2024,CAP_R1,State,ST,338
gmc-chandrapur,MBBS,2024,CAP_R1,State,NTD,552
gmc-chandrapur,MBBS,2024,CAP_R1,State,NTC,540
gmc-chandrapur,MBBS,2024,CAP_R1,State,NTB,510
gmc-chandrapur,MBBS,2024,CAP_R1,State,VJA,530
gmc-chandrapur,MBBS,2024,CAP_R1,State,SEBC,558
gmc-gondia,MBBS,2024,CAP_R1,State,Open,582
gmc-gondia,MBBS,2024,CAP_R1,State,OBC,568
gmc-gondia,MBBS,2024,CAP_R1,State,EWS,560
gmc-gondia,MBBS,2024,CAP_R1,State,SC,465
gmc-gondia,MBBS,2024,CAP_R1,State,ST,335
gmc-gondia,MBBS,2024,CAP_R1,State,NTD,548
gmc-gondia,MBBS,2024,CAP_R1,State,NTC,538
gmc-gondia,MBBS,2024,CAP_R1,State,NTB,508
gmc-gondia,MBBS,2024,CAP_R1,State,VJA,528
gmc-gondia,MBBS,2024,CAP_R1,State,SEBC,555
aided-mgims-sevagram,MBBS,2024,CAP_R1,State,Open,600
aided-mgims-sevagram,MBBS,2024,CAP_R1,State,OBC,585
aided-mgims-sevagram,MBBS,2024,CAP_R1,State,EWS,578
aided-mgims-sevagram,MBBS,2024,CAP_R1,State,SC,485
aided-mgims-sevagram,MBBS,2024,CAP_R1,State,ST,355
aided-mgims-sevagram,MBBS,2024,CAP_R1,State,NTD,568
aided-mgims-sevagram,MBBS,2024,CAP_R1,State,NTC,555
aided-mgims-sevagram,MBBS,2024,CAP_R1,State,NTB,525
aided-mgims-sevagram,MBBS,2024,CAP_R1,State,VJA,545
aided-mgims-sevagram,MBBS,2024,CAP_R1,State,SEBC,575
pvt-vims-palghar,MBBS,2024,CAP_R1,State,Open,530
pvt-vims-palghar,MBBS,2024,CAP_R1,State,OBC,510
pvt-vims-palghar,MBBS,2024,CAP_R1,State,EWS,500
pvt-vims-palghar,MBBS,2024,CAP_R1,State,SC,380
pvt-vims-palghar,MBBS,2024,CAP_R1,State,ST,245
pvt-vims-palghar,MBBS,2024,CAP_R1,State,NTD,488
pvt-vims-palghar,MBBS,2024,CAP_R1,State,NTC,472
pvt-vims-palghar,MBBS,2024,CAP_R1,State,NTB,442
pvt-vims-palghar,MBBS,2024,CAP_R1,State,VJA,458
pvt-vims-palghar,MBBS,2024,CAP_R1,State,SEBC,495
pvt-bklw-chiplun,MBBS,2024,CAP_R1,State,Open,525
pvt-bklw-chiplun,MBBS,2024,CAP_R1,State,OBC,505
pvt-bklw-chiplun,MBBS,2024,CAP_R1,State,EWS,495
pvt-bklw-chiplun,MBBS,2024,CAP_R1,State,SC,372
pvt-bklw-chiplun,MBBS,2024,CAP_R1,State,ST,240
pvt-bklw-chiplun,MBBS,2024,CAP_R1,State,NTD,482
pvt-bklw-chiplun,MBBS,2024,CAP_R1,State,NTC,468
pvt-bklw-chiplun,MBBS,2024,CAP_R1,State,NTB,438
pvt-bklw-chiplun,MBBS,2024,CAP_R1,State,VJA,452
pvt-bklw-chiplun,MBBS,2024,CAP_R1,State,SEBC,488
pvt-vikhe-patil,MBBS,2024,CAP_R1,State,Open,528
pvt-vikhe-patil,MBBS,2024,CAP_R1,State,OBC,508
pvt-vikhe-patil,MBBS,2024,CAP_R1,State,EWS,498
pvt-vikhe-patil,MBBS,2024,CAP_R1,State,SC,375
pvt-vikhe-patil,MBBS,2024,CAP_R1,State,ST,242
pvt-vikhe-patil,MBBS,2024,CAP_R1,State,NTD,485
pvt-vikhe-patil,MBBS,2024,CAP_R1,State,NTC,470
pvt-vikhe-patil,MBBS,2024,CAP_R1,State,NTB,440
pvt-vikhe-patil,MBBS,2024,CAP_R1,State,VJA,455
pvt-vikhe-patil,MBBS,2024,CAP_R1,State,SEBC,492
pvt-ashwini-solapur,MBBS,2024,CAP_R1,State,Open,520
pvt-ashwini-solapur,MBBS,2024,CAP_R1,State,OBC,502
pvt-ashwini-solapur,MBBS,2024,CAP_R1,State,EWS,492
pvt-ashwini-solapur,MBBS,2024,CAP_R1,State,SC,368
pvt-ashwini-solapur,MBBS,2024,CAP_R1,State,ST,238
pvt-ashwini-solapur,MBBS,2024,CAP_R1,State,NTD,478
pvt-ashwini-solapur,MBBS,2024,CAP_R1,State,NTC,465
pvt-ashwini-solapur,MBBS,2024,CAP_R1,State,NTB,435
pvt-ashwini-solapur,MBBS,2024,CAP_R1,State,VJA,448
pvt-ashwini-solapur,MBBS,2024,CAP_R1,State,SEBC,485
pvt-tasgaonkar-karjat,MBBS,2024,CAP_R1,State,Open,510
pvt-tasgaonkar-karjat,MBBS,2024,CAP_R1,State,OBC,495
pvt-tasgaonkar-karjat,MBBS,2024,CAP_R1,State,EWS,485
pvt-tasgaonkar-karjat,MBBS,2024,CAP_R1,State,SC,360
pvt-tasgaonkar-karjat,MBBS,2024,CAP_R1,State,ST,232
pvt-tasgaonkar-karjat,MBBS,2024,CAP_R1,State,NTD,470
pvt-tasgaonkar-karjat,MBBS,2024,CAP_R1,State,NTC,458
pvt-tasgaonkar-karjat,MBBS,2024,CAP_R1,State,NTB,428
pvt-tasgaonkar-karjat,MBBS,2024,CAP_R1,State,VJA,442
pvt-tasgaonkar-karjat,MBBS,2024,CAP_R1,State,SEBC,478
pvt-acpm-dhule,MBBS,2024,CAP_R1,State,Open,515
pvt-acpm-dhule,MBBS,2024,CAP_R1,State,OBC,498
pvt-acpm-dhule,MBBS,2024,CAP_R1,State,EWS,488
pvt-acpm-dhule,MBBS,2024,CAP_R1,State,SC,365
pvt-acpm-dhule,MBBS,2024,CAP_R1,State,ST,235
pvt-acpm-dhule,MBBS,2024,CAP_R1,State,NTD,472
pvt-acpm-dhule,MBBS,2024,CAP_R1,State,NTC,462
pvt-acpm-dhule,MBBS,2024,CAP_R1,State,NTB,432
pvt-acpm-dhule,MBBS,2024,CAP_R1,State,VJA,445
pvt-acpm-dhule,MBBS,2024,CAP_R1,State,SEBC,482
gdc-mumbai,BDS,2024,CAP_R1,State,Open,555
gdc-mumbai,BDS,2024,CAP_R1,State,OBC,540
gdc-mumbai,BDS,2024,CAP_R1,State,EWS,530
gdc-mumbai,BDS,2024,CAP_R1,State,SC,420
gdc-mumbai,BDS,2024,CAP_R1,State,ST,290
gdc-mumbai,BDS,2024,CAP_R1,State,NTD,522
gdc-mumbai,BDS,2024,CAP_R1,State,NTC,510
gdc-mumbai,BDS,2024,CAP_R1,State,NTB,478
gdc-mumbai,BDS,2024,CAP_R1,State,VJA,498
gdc-mumbai,BDS,2024,CAP_R1,State,SEBC,528
gdc-aurangabad,BDS,2024,CAP_R1,State,Open,540
gdc-aurangabad,BDS,2024,CAP_R1,State,OBC,525
gdc-aurangabad,BDS,2024,CAP_R1,State,EWS,515
gdc-aurangabad,BDS,2024,CAP_R1,State,SC,405
gdc-aurangabad,BDS,2024,CAP_R1,State,ST,278
gdc-aurangabad,BDS,2024,CAP_R1,State,NTD,508
gdc-aurangabad,BDS,2024,CAP_R1,State,NTC,495
gdc-aurangabad,BDS,2024,CAP_R1,State,NTB,465
gdc-aurangabad,BDS,2024,CAP_R1,State,VJA,485
gdc-aurangabad,BDS,2024,CAP_R1,State,SEBC,512
gdc-nagpur,BDS,2024,CAP_R1,State,Open,545
gdc-nagpur,BDS,2024,CAP_R1,State,OBC,530
gdc-nagpur,BDS,2024,CAP_R1,State,EWS,520
gdc-nagpur,BDS,2024,CAP_R1,State,SC,410
gdc-nagpur,BDS,2024,CAP_R1,State,ST,282
gdc-nagpur,BDS,2024,CAP_R1,State,NTD,512
gdc-nagpur,BDS,2024,CAP_R1,State,NTC,500
gdc-nagpur,BDS,2024,CAP_R1,State,NTB,470
gdc-nagpur,BDS,2024,CAP_R1,State,VJA,488
gdc-nagpur,BDS,2024,CAP_R1,State,SEBC,518
pvt-bds-ymt-navimumbai,BDS,2024,CAP_R1,State,Open,380
pvt-bds-ymt-navimumbai,BDS,2024,CAP_R1,State,OBC,358
pvt-bds-ymt-navimumbai,BDS,2024,CAP_R1,State,EWS,348
pvt-bds-ymt-navimumbai,BDS,2024,CAP_R1,State,SC,268
pvt-bds-ymt-navimumbai,BDS,2024,CAP_R1,State,ST,195
pvt-bds-ymt-navimumbai,BDS,2024,CAP_R1,State,NTD,340
pvt-bds-ymt-navimumbai,BDS,2024,CAP_R1,State,NTC,328
pvt-bds-ymt-navimumbai,BDS,2024,CAP_R1,State,NTB,305
pvt-bds-ymt-navimumbai,BDS,2024,CAP_R1,State,VJA,318
pvt-bds-ymt-navimumbai,BDS,2024,CAP_R1,State,SEBC,348
pvt-bds-mgv-nashik,BDS,2024,CAP_R1,State,Open,365
pvt-bds-mgv-nashik,BDS,2024,CAP_R1,State,OBC,345
pvt-bds-mgv-nashik,BDS,2024,CAP_R1,State,EWS,335
pvt-bds-mgv-nashik,BDS,2024,CAP_R1,State,SC,258
pvt-bds-mgv-nashik,BDS,2024,CAP_R1,State,ST,188
pvt-bds-mgv-nashik,BDS,2024,CAP_R1,State,NTD,328
pvt-bds-mgv-nashik,BDS,2024,CAP_R1,State,NTC,315
pvt-bds-mgv-nashik,BDS,2024,CAP_R1,State,NTB,292
pvt-bds-mgv-nashik,BDS,2024,CAP_R1,State,VJA,305
